-----------------
../Files/mushroom.txt
-----------------
minsup% : 35.0
patterns : 1189
[34]
[85]
[86]
[90]
[2]
[59]
[39]
[63]
[36]
[93]
[56]
[23]
[67]
[76]
[3]
[53]
[28]
[52]
[24]
[110]
[1]
[6]
[116]
[10]
[1, 24]
[1, 34]
[1, 36]
[1, 85]
[1, 86]
[1, 90]
[1, 110]
[2, 28]
[2, 34]
[2, 36]
[2, 39]
[2, 59]
[2, 63]
[2, 85]
[2, 86]
[2, 90]
[2, 93]
[3, 34]
[3, 36]
[3, 85]
[3, 86]
[3, 90]
[6, 34]
[6, 85]
[6, 86]
[6, 90]
[10, 34]
[10, 36]
[10, 85]
[10, 86]
[10, 90]
[23, 34]
[23, 36]
[23, 39]
[23, 59]
[23, 63]
[23, 85]
[23, 86]
[23, 90]
[23, 93]
[24, 34]
[24, 36]
[24, 85]
[24, 86]
[24, 90]
[28, 34]
[28, 39]
[28, 59]
[28, 63]
[28, 85]
[28, 86]
[28, 90]
[34, 36]
[34, 39]
[34, 52]
[34, 53]
[34, 56]
[34, 59]
[34, 63]
[34, 67]
[34, 76]
[34, 85]
[34, 86]
[34, 90]
[34, 93]
[34, 110]
[34, 116]
[36, 39]
[36, 52]
[36, 53]
[36, 56]
[36, 59]
[36, 63]
[36, 67]
[36, 76]
[36, 85]
[36, 86]
[36, 90]
[36, 93]
[36, 110]
[36, 116]
[39, 56]
[39, 59]
[39, 63]
[39, 85]
[39, 86]
[39, 90]
[39, 93]
[52, 85]
[52, 86]
[52, 90]
[53, 59]
[53, 63]
[53, 85]
[53, 86]
[53, 90]
[56, 85]
[56, 86]
[56, 90]
[59, 63]
[59, 67]
[59, 76]
[59, 85]
[59, 86]
[59, 90]
[59, 93]
[63, 67]
[63, 76]
[63, 85]
[63, 86]
[63, 90]
[63, 93]
[67, 76]
[67, 85]
[67, 86]
[67, 90]
[76, 85]
[76, 86]
[76, 90]
[85, 86]
[85, 90]
[85, 93]
[85, 110]
[85, 116]
[86, 90]
[86, 93]
[86, 110]
[86, 116]
[90, 93]
[90, 110]
[90, 116]
[1, 24, 34]
[1, 24, 36]
[1, 24, 85]
[1, 24, 86]
[1, 24, 90]
[1, 34, 36]
[1, 34, 85]
[1, 34, 86]
[1, 34, 90]
[1, 34, 110]
[1, 36, 85]
[1, 36, 86]
[1, 36, 90]
[1, 85, 86]
[1, 85, 90]
[1, 85, 110]
[1, 86, 90]
[1, 86, 110]
[2, 28, 34]
[2, 28, 39]
[2, 28, 85]
[2, 28, 86]
[2, 28, 90]
[2, 34, 39]
[2, 34, 59]
[2, 34, 63]
[2, 34, 85]
[2, 34, 86]
[2, 34, 90]
[2, 34, 93]
[2, 36, 39]
[2, 36, 59]
[2, 36, 85]
[2, 39, 59]
[2, 39, 63]
[2, 39, 85]
[2, 39, 86]
[2, 39, 90]
[2, 39, 93]
[2, 59, 63]
[2, 59, 85]
[2, 59, 86]
[2, 59, 90]
[2, 59, 93]
[2, 63, 85]
[2, 63, 86]
[2, 63, 90]
[2, 85, 86]
[2, 85, 90]
[2, 85, 93]
[2, 86, 90]
[2, 86, 93]
[3, 34, 36]
[3, 34, 85]
[3, 34, 86]
[3, 34, 90]
[3, 36, 85]
[3, 36, 86]
[3, 36, 90]
[3, 85, 86]
[3, 85, 90]
[3, 86, 90]
[6, 34, 85]
[6, 34, 86]
[6, 34, 90]
[6, 85, 86]
[6, 85, 90]
[6, 86, 90]
[10, 34, 36]
[10, 34, 85]
[10, 34, 86]
[10, 34, 90]
[10, 36, 85]
[10, 36, 86]
[10, 36, 90]
[10, 85, 86]
[10, 85, 90]
[10, 86, 90]
[23, 34, 36]
[23, 34, 39]
[23, 34, 59]
[23, 34, 63]
[23, 34, 85]
[23, 34, 86]
[23, 34, 90]
[23, 34, 93]
[23, 36, 39]
[23, 36, 59]
[23, 36, 63]
[23, 36, 85]
[23, 36, 86]
[23, 36, 90]
[23, 36, 93]
[23, 39, 59]
[23, 39, 85]
[23, 39, 86]
[23, 59, 63]
[23, 59, 85]
[23, 59, 86]
[23, 59, 90]
[23, 59, 93]
[23, 63, 85]
[23, 63, 86]
[23, 63, 93]
[23, 85, 86]
[23, 85, 90]
[23, 85, 93]
[23, 86, 90]
[23, 86, 93]
[23, 90, 93]
[24, 34, 36]
[24, 34, 85]
[24, 34, 86]
[24, 34, 90]
[24, 36, 85]
[24, 36, 86]
[24, 36, 90]
[24, 85, 86]
[24, 85, 90]
[24, 86, 90]
[28, 34, 39]
[28, 34, 85]
[28, 34, 86]
[28, 39, 85]
[28, 39, 86]
[28, 59, 85]
[28, 63, 85]
[28, 85, 86]
[28, 85, 90]
[34, 36, 39]
[34, 36, 52]
[34, 36, 53]
[34, 36, 56]
[34, 36, 59]
[34, 36, 63]
[34, 36, 67]
[34, 36, 76]
[34, 36, 85]
[34, 36, 86]
[34, 36, 90]
[34, 36, 93]
[34, 36, 110]
[34, 36, 116]
[34, 39, 56]
[34, 39, 59]
[34, 39, 63]
[34, 39, 85]
[34, 39, 86]
[34, 39, 90]
[34, 39, 93]
[34, 52, 85]
[34, 52, 86]
[34, 53, 59]
[34, 53, 63]
[34, 53, 85]
[34, 53, 86]
[34, 53, 90]
[34, 56, 85]
[34, 56, 86]
[34, 56, 90]
[34, 59, 63]
[34, 59, 67]
[34, 59, 76]
[34, 59, 85]
[34, 59, 86]
[34, 59, 90]
[34, 59, 93]
[34, 63, 67]
[34, 63, 76]
[34, 63, 85]
[34, 63, 86]
[34, 63, 90]
[34, 63, 93]
[34, 67, 76]
[34, 67, 85]
[34, 67, 86]
[34, 67, 90]
[34, 76, 85]
[34, 76, 86]
[34, 76, 90]
[34, 85, 86]
[34, 85, 90]
[34, 85, 93]
[34, 85, 110]
[34, 85, 116]
[34, 86, 90]
[34, 86, 93]
[34, 86, 110]
[34, 86, 116]
[34, 90, 93]
[34, 90, 110]
[34, 90, 116]
[36, 39, 56]
[36, 39, 59]
[36, 39, 63]
[36, 39, 85]
[36, 39, 86]
[36, 39, 90]
[36, 39, 93]
[36, 52, 85]
[36, 52, 86]
[36, 53, 85]
[36, 53, 86]
[36, 53, 90]
[36, 56, 85]
[36, 56, 86]
[36, 56, 90]
[36, 59, 63]
[36, 59, 85]
[36, 59, 86]
[36, 59, 90]
[36, 59, 93]
[36, 63, 85]
[36, 63, 86]
[36, 63, 90]
[36, 63, 93]
[36, 67, 85]
[36, 67, 86]
[36, 67, 90]
[36, 76, 85]
[36, 76, 86]
[36, 76, 90]
[36, 85, 86]
[36, 85, 90]
[36, 85, 93]
[36, 85, 110]
[36, 85, 116]
[36, 86, 90]
[36, 86, 93]
[36, 86, 110]
[36, 86, 116]
[36, 90, 93]
[36, 90, 110]
[36, 90, 116]
[39, 56, 85]
[39, 56, 86]
[39, 56, 90]
[39, 59, 63]
[39, 59, 85]
[39, 59, 86]
[39, 59, 90]
[39, 59, 93]
[39, 63, 85]
[39, 63, 86]
[39, 63, 90]
[39, 85, 86]
[39, 85, 90]
[39, 85, 93]
[39, 86, 90]
[39, 86, 93]
[39, 90, 93]
[52, 85, 86]
[52, 85, 90]
[53, 59, 85]
[53, 59, 86]
[53, 59, 90]
[53, 63, 85]
[53, 63, 86]
[53, 63, 90]
[53, 85, 86]
[53, 85, 90]
[53, 86, 90]
